,Radius,Theta,Phi,"[('OPT', 'INT.EN.')-('OPT', 'COUL.EN.')]",LMP,Coulomb,Delta.Ener.
1140,12.0,90.0,270.0,0.01558297944040854,-0.0379135440932326,-1.1999704460183234,0.05349652353364114
1141,15.0,90.0,270.0,0.024754025005861324,0.00760242967881593,-0.9599763568146586,0.017151595327045396
1142,20.0,90.0,270.0,0.019258794376383115,0.0136356088332324,-0.7199822676109939,0.005623185543150715
1143,30.0,90.0,270.0,0.017177702933406203,0.0140321112267054,-0.4799881784073293,0.0031455917067008034
1144,4.0,90.0,300.0,-1.326681704042044,4111.84101816122,-3.59991133805497,4113.167699865262
1145,4.5,90.0,300.0,-1.1389663100399825,996.0190776250639,-3.1999211893821955,997.1580439351039
1146,5.0,90.0,300.0,-0.7070911625903329,244.626015803482,-2.8799290704439757,245.33310696607234
1147,5.5,90.0,300.0,-0.5407941464782975,53.279361877442796,-2.618117336767251,53.82015602392109
1148,6.0,90.0,300.0,-0.3163297558990581,5.62167137396412,-2.3999408920366467,5.938001129863178
1149,7.0,90.0,300.0,-0.08517737490028132,-5.01929565678683,-2.0570921931742685,4.9341182818865486
1150,8.0,90.0,300.0,-0.04041725463661949,-2.54958424291405,-1.799955669027485,2.5091669882774306
1151,9.0,90.0,300.0,-0.026855413206800183,-1.04678539236142,-1.5999605946910977,1.01992997915462
1152,10.0,90.0,300.0,-0.02148958071746576,-0.42117417502840104,-1.4399645352219879,0.3996845943109353
1153,12.0,90.0,300.0,-0.016916345170845615,-0.0682184611049121,-1.1999704460183234,0.051302115934066486
1154,15.0,90.0,300.0,-0.012740017979262608,0.00451593663678561,-0.9599763568146586,0.017255954616048216
1155,20.0,90.0,300.0,-0.009447121312118001,0.0134944319306701,-0.7199822676109939,0.0229415532427881
1156,4.0,90.0,315.0,-1.4973840652523651,9119.749479014301,-3.59991133805497,9121.246863079554
1157,4.5,90.0,315.0,-1.5469561839221573,2461.23200730984,-3.1999211893821955,2462.778963493762
1158,5.0,90.0,315.0,-1.232766680879351,666.031004350839,-2.8799290704439757,667.2637710317183
1159,5.5,90.0,315.0,-0.9517616508015121,172.576558574493,-2.618117336767251,173.5283202252945
1160,6.0,90.0,315.0,-0.7843343023561657,38.065879756958104,-2.3999408920366467,38.85021405931427
1161,7.0,90.0,315.0,-0.41996514051188116,-3.86182164635391,-2.0570921931742685,3.4418565058420287
1162,8.0,90.0,315.0,-0.16799332895726948,-3.1407544482873897,-1.799955669027485,2.97276111933012
1163,9.0,90.0,315.0,-0.10033646576415745,-1.3706130179472602,-1.5999605946910977,1.2702765521831028
1164,10.0,90.0,315.0,-0.06967797344756343,-0.556040106097759,-1.4399645352219879,0.48636213265019557
1165,12.0,90.0,315.0,-0.0223869817727671,-0.0909336284268675,-1.1999704460183234,0.0685466466541004
1166,15.0,90.0,315.0,-0.007127443421504398,0.0024130929609285,-0.9599763568146586,0.009540536382432898
1167,20.0,90.0,315.0,0.0030957369363123766,0.0134086857749138,-0.7199822676109939,0.010312948838601423
1168,30.0,90.0,315.0,0.010330039652307998,0.0140225603412525,-0.4799881784073293,0.0036925206889445016
1169,7.0,105.0,0.0,-0.9054231351567661,186.840328031302,-2.0570921931742685,187.74575116645875
1170,8.0,105.0,0.0,-0.4871662729786166,4.6395063728547505,-1.799955669027485,5.126672645833367
1171,9.0,105.0,0.0,-0.23532007876202443,-3.06492897537467,-1.5999605946910977,2.829608896612646
1172,10.0,105.0,0.0,-0.1501134286624326,-1.55571165425977,-1.4399645352219879,1.4055982255973374
1173,12.0,105.0,0.0,-0.07995395691905172,-0.253400048749454,-1.1999704460183234,0.17344609183040227
1174,15.0,105.0,0.0,-0.044355280417740506,-0.0103373278820207,-0.9599763568146586,0.034017952535719806
1175,20.0,105.0,0.0,-0.021536594497671646,0.0129790212578067,-0.7199822676109939,0.034515615755478346
1176,5.5,105.0,30.0,-1.046414905567433,4819.55480371208,-2.618117336767251,4820.601218617648
1177,6.0,105.0,30.0,-0.9163761845054821,1183.69827803967,-2.3999408920366467,1184.6146542241754
1178,8.0,105.0,30.0,-0.218022938863629,-1.4715973411768501,-1.799955669027485,1.2535744023132211
1179,9.0,105.0,30.0,-0.11092331385890652,-2.72205976583694,-1.5999605946910977,2.6111364519780333
1180,10.0,105.0,30.0,-0.07757702304578395,-1.23081002018245,-1.4399645352219879,1.153232997136666
1181,12.0,105.0,30.0,-0.028597889984211644,-0.19993583831985198,-1.1999704460183234,0.17133794833564034
1182,15.0,105.0,30.0,-0.027193293130873042,-0.00643559685550891,-0.9599763568146586,0.020757696275364133
1183,20.0,105.0,30.0,0.0025687055458893937,0.0130989137701136,-0.7199822676109939,0.010530208224224206
1184,5.0,105.0,45.0,-1.0368633993545004,5743.44904593689,-2.8799290704439757,5744.485909336245
1185,5.5,105.0,45.0,-0.6675720303231469,1491.66437545633,-2.618117336767251,1492.331947486653
1186,6.0,105.0,45.0,-0.5132410217463699,384.74077460304903,-2.3999408920366467,385.2540156247954
1187,7.0,105.0,45.0,-0.18285090320330255,17.9334221569768,-2.0570921931742685,18.116273060180102
1188,8.0,105.0,45.0,-0.06364510391947564,-3.45788350632342,-1.799955669027485,3.3942384024039445
1189,9.0,105.0,45.0,-0.04006506792434439,-2.21639942901257,-1.5999605946910977,2.1763343610882258
1190,10.0,105.0,45.0,-0.026407096481813053,-0.94067403190377,-1.4399645352219879,0.9142669354219569
1191,12.0,105.0,45.0,-0.017311527586554742,-0.153300943050051,-1.1999704460183234,0.13598941546349624
1192,15.0,105.0,45.0,0.009636182757393419,-0.0028343632747721,-0.9599763568146586,0.01247054603216552
1193,20.0,105.0,45.0,-0.008675908621839423,0.0132173863575327,-0.7199822676109939,0.021893294979372126
1194,4.5,105.0,60.0,-0.9871796898870486,5342.24097313053,-3.1999211893821955,5343.228152820417
1195,5.0,105.0,60.0,-0.6848725986386288,1460.88331779228,-2.8799290704439757,1461.5681903909185
1196,8.0,105.0,60.0,0.02454020501058163,-3.5005849629351697,-1.799955669027485,3.5251251679457516
1197,9.0,105.0,60.0,0.020362748098635697,-1.65612506739571,-1.5999605946910977,1.6764878154943457
1198,10.0,105.0,60.0,0.015297853328136712,-0.6789637932921401,-1.4399645352219879,0.6942616466202768
1199,12.0,105.0,60.0,0.007720904315158705,-0.111115792980366,-1.1999704460183234,0.11883669729552471
1200,15.0,105.0,60.0,0.0006206540639125402,0.000645807608675111,-0.9599763568146586,2.5153544762570863e-05
1201,20.0,105.0,60.0,-0.0013192809334522382,0.0133412546587977,-0.7199822676109939,0.014660535592249939
1202,4.0,105.0,90.0,-0.9919150258961382,2993.9779582737397,-3.59991133805497,2994.9698732996358
1203,4.5,105.0,90.0,-0.7364543999599289,659.007027836923,-3.1999211893821955,659.743482236883
1204,5.0,105.0,90.0,-0.542243140474481,145.478820723446,-2.8799290704439757,146.0210638639205
1205,5.5,105.0,90.0,-0.39167606259983945,25.2326752291046,-2.618117336767251,25.62435129170444
1206,6.0,105.0,90.0,-0.24147764072569267,-1.5682434878765101,-2.3999408920366467,1.3267658471508175
1207,7.0,105.0,90.0,-0.020680280554919772,-4.86458006915887,-2.0570921931742685,4.8438997886039505
1208,8.0,105.0,90.0,0.04683563969388427,-2.20713532524532,-1.799955669027485,2.2539709649392043
1209,9.0,105.0,90.0,0.04652933013096194,-0.886748809935513,-1.5999605946910977,0.9332781400664749
1210,10.0,105.0,90.0,0.038966893134944725,-0.355505652758651,-1.4399645352219879,0.3944725458935957
1211,12.0,105.0,90.0,0.02573647903280274,-0.05682608489878099,-1.1999704460183234,0.08256256393158373
1212,15.0,105.0,90.0,0.014059743506608435,0.005629623407828029,-0.9599763568146586,0.008430120098780407
1213,20.0,105.0,90.0,0.005353584026021818,0.0135428825678653,-0.7199822676109939,0.008189298541843483
1214,4.0,105.0,120.0,-1.149017357707923,2079.49375662323,-3.59991133805497,2080.6427739809383
1215,4.5,105.0,120.0,-0.9033239281461021,381.445201804147,-3.1999211893821955,382.3485257322931
1216,5.0,105.0,120.0,-0.7000880857677938,64.9625822932192,-2.8799290704439757,65.66267037898699
1217,5.5,105.0,120.0,-0.5139810770301656,4.09947707965532,-2.618117336767251,4.6134581566854855
1218,6.0,105.0,120.0,-0.5862555052749134,-5.59338979151772,-2.3999408920366467,5.007134286242806
1219,7.0,105.0,120.0,-0.281904769908383,-3.70725046959227,-2.0570921931742685,3.425345699683887
1220,8.0,105.0,120.0,-0.055549478255131124,-1.48244389305483,-1.799955669027485,1.426894414799699
1221,9.0,105.0,120.0,-0.002878912937808842,-0.574178270310119,-1.5999605946910977,0.5712993573723102
1222,10.0,105.0,120.0,0.00931474064413762,-0.22690025424137197,-1.4399645352219879,0.2362149948855096
1223,12.0,105.0,120.0,0.013254567179350918,-0.0333929906275436,-1.1999704460183234,0.046647557806894516
1224,15.0,105.0,120.0,0.010662928876049138,0.0081043023821005,-0.9599763568146586,0.0025586264939486385
1225,20.0,105.0,120.0,0.004136259744002557,0.0136610502820961,-0.7199822676109939,0.009524790538093542
