,Radius,Theta,Phi,LMP.Int.En.
431,12.0,30,45,-0.61778482203627
432,15.0,30,45,-0.493520376303021
433,20.0,30,45,-0.376458827326189
434,30.0,30,45,-0.242139966230128
435,3.0,45,45,-2.41682297275402
436,3.5,45,45,-2.12388157523116
437,4.0,45,45,-1.87789349870584
438,4.5,45,45,-1.67435724359133
439,5.0,45,45,-1.50622027553485
440,5.5,45,45,-1.36648719317473
441,6.0,45,45,-1.2492697444709
442,7.0,45,45,-1.06485914935506
443,8.0,45,45,-0.927233895183626
444,9.0,45,45,-0.821055195974556
445,10.0,45,45,-0.736895045547824
446,12.0,45,45,-0.61247004264394
447,15.0,45,45,-0.491332642672055
448,20.0,45,45,-0.376192165005285
449,30.0,45,45,-0.262333361811666
450,3.0,60,45,-2.21869633363979
451,3.5,60,45,-1.96340733351109
452,4.0,60,45,-1.75347454731346
453,4.5,60,45,-1.57925405633136
454,5.0,60,45,-1.43344921995969
455,5.5,60,45,-1.31033935634226
456,6.0,60,45,-1.20545340974716
457,7.0,60,45,-1.03717640210803
458,8.0,60,45,-0.908914349984657
459,9.0,60,45,-0.808434804172281
460,10.0,60,45,-0.727899966383736
461,12.0,60,45,-0.607514139690472
462,15.0,60,45,-0.488988818815532
463,20.0,60,45,-0.375365953000148
464,30.0,60,45,-0.241362382310931
465,3.0,75,45,-2.13872636476658
466,3.5,75,45,-1.89731124070114
467,4.0,75,45,-1.70046993901272
468,4.5,75,45,-1.53722937209518
469,5.0,75,45,-1.400151959145
470,5.5,75,45,-1.28382196522487
471,6.0,75,45,-1.18416281380833
472,7.0,75,45,-1.02305024098187
473,8.0,75,45,-0.899168739659397
474,9.0,75,45,-0.801464730077404
475,10.0,75,45,-0.722752120131747
476,12.0,75,45,-0.6044646005363
477,15.0,75,45,-0.487330172873027
478,20.0,75,45,-0.374424467417242
479,30.0,75,45,-0.253273060852422
480,3.0,90,45,-2.13779316983422
481,3.5,90,45,-1.89875883029136
482,4.0,90,45,-1.70277817627167
483,4.5,90,45,-1.53958685690248
484,5.0,90,45,-1.40220115012124
485,5.5,90,45,-1.28544992897026
486,6.0,90,45,-1.18537259719895
487,7.0,90,45,-1.02358542087249
488,8.0,90,45,-0.899265471551979
489,9.0,90,45,-0.8012986786056
490,10.0,90,45,-0.722436520749567
491,12.0,90,45,-0.604029219670976
492,15.0,90,45,-0.486878261145859
493,20.0,90,45,-0.37397484775981
494,30.0,90,45,-0.257205162606539
495,3.0,105,45,-2.21223814933112
496,3.5,105,45,-1.96599394763308
497,4.0,105,45,-1.75930560764064
498,4.5,105,45,-1.58533505153182
499,5.0,105,45,-1.43855864762814
500,5.5,105,45,-1.3141506898368
501,6.0,105,45,-1.20802225050514
502,7.0,105,45,-1.03785275418222
503,8.0,105,45,-0.908455655575796
504,9.0,105,45,-0.807356636759248
505,10.0,105,45,-0.726513957774807
506,12.0,105,45,-0.605971303906479
507,15.0,105,45,-0.487588570434963
508,20.0,105,45,-0.374225424568331
509,30.0,105,45,-0.238884464596605
510,3.0,120,45,-2.3809550340328
511,3.5,120,45,-2.11411112271756
512,4.0,120,45,-1.87828762417564
513,4.5,120,45,-1.67701164052295
514,5.0,120,45,-1.50818079446439
515,5.5,120,45,-1.36700521374821
516,6.0,120,45,-1.24840524794729
517,7.0,120,45,-1.06211316988191
518,8.0,120,45,-0.923624090800733
519,9.0,120,45,-0.817182557585761
520,10.0,120,45,-0.733069838654274
521,12.0,120,45,-0.609101162090065
522,15.0,120,45,-0.48878385572034
523,20.0,120,45,-0.374688210551449
524,30.0,120,45,-0.240650510354142
525,3.0,135,45,-2.66397086838094
526,3.5,135,45,-2.35342247068682
527,4.0,135,45,-2.05567013093858
528,4.5,135,45,-1.80237705407844
529,5.0,135,45,-1.59631190694543
530,5.5,135,45,-1.42970362468897
531,6.0,135,45,-1.29379531724081
532,7.0,135,45,-1.08719275015648
533,8.0,135,45,-0.938331739280045
534,9.0,135,45,-0.826200110467597
535,10.0,135,45,-0.738775197935639
536,12.0,135,45,-0.611504873520184
537,15.0,135,45,-0.489411938939047
538,20.0,135,45,-0.374574045757287
539,30.0,135,45,-0.261097750313848
540,3.0,150,45,-2.92308313512147
541,3.5,150,45,-2.55825610103637
542,4.0,150,45,-2.19071553810776
543,4.5,150,45,-1.88746610996989
544,5.0,150,45,-1.65039923661717
545,5.5,150,45,-1.46493053365775
546,6.0,150,45,-1.31731471730298
547,7.0,150,45,-1.09827758079305
548,8.0,150,45,-0.943733737772288
549,9.0,150,45,-0.828759965807835
550,10.0,150,45,-0.739818586374701
551,12.0,150,45,-0.611214039895006
552,15.0,150,45,-0.488546046108296
553,20.0,150,45,-0.373444186398496
554,30.0,150,45,-0.240228909127111
555,3.0,165,45,-2.76977735404502
556,3.5,165,45,-2.43701906727834
557,4.0,165,45,-2.10849504924215
558,4.5,165,45,-1.83241743680372
559,5.0,165,45,-1.61211485595127
560,5.5,165,45,-1.43699119749882
561,6.0,165,45,-1.29600513470514
562,7.0,165,45,-1.08453286960558
563,8.0,165,45,-0.933967146337884
564,9.0,165,45,-0.821361941421367
565,10.0,165,45,-0.733961019868697
566,12.0,165,45,-0.607189011564919
567,15.0,165,45,-0.485847182048915
568,20.0,165,45,-0.371479860237297
569,30.0,165,45,-0.258698721051307
570,3.0,175,45,-2.53838159403909
571,3.5,175,45,-2.24629729107576
572,4.0,175,45,-1.97259868603211
573,4.5,175,45,-1.73887108648984
574,5.0,175,45,-1.54675421966791
575,5.5,175,45,-1.38989345551855
576,6.0,175,45,-1.2609321470794
577,7.0,175,45,-1.06331487566649
578,8.0,175,45,-0.919906777197894
579,9.0,175,45,-0.811400738749846
580,10.0,175,45,-0.726544033003448
581,12.0,175,45,-0.602615159015708
582,15.0,175,45,-0.483193927555411
583,20.0,175,45,-0.369990238948968
584,30.0,175,45,-0.237861463110652
585,3.0,5,60,167440.936732165
586,3.5,5,60,-7.82450065471117
587,4.0,5,60,-2.80627332625664
588,4.5,5,60,-2.1659801728706
589,5.0,5,60,-1.81525812437448
590,5.5,5,60,-1.57398216114942
591,6.0,5,60,-1.39500461730602
592,7.0,5,60,-1.1439421491128
593,8.0,5,60,-0.974121520952043
594,9.0,5,60,-0.85058680992376
595,10.0,5,60,-0.756305606359908
596,12.0,5,60,-0.62154496353178
597,15.0,5,60,-0.494305084158704
598,20.0,5,60,-0.375544499288491
599,30.0,5,60,-0.241008195845203
600,3.0,15,60,-8.61725705495582
601,3.5,15,60,-3.573226880247
602,4.0,15,60,-2.50239825525623
603,4.5,15,60,-2.0529623957095
604,5.0,15,60,-1.75431083755422
605,5.5,15,60,-1.53702525867387
606,6.0,15,60,-1.37093008222786
607,7.0,15,60,-1.13220746035737
608,8.0,15,60,-0.967693082856654
609,9.0,15,60,-0.846806448165137
610,10.0,15,60,-0.753984212906087
611,12.0,15,60,-0.620626690033452
612,15.0,15,60,-0.494153914470679
613,20.0,15,60,-0.375828879037391
614,30.0,15,60,-0.261347462973578
615,3.0,30,60,-2.8845336509607
616,3.5,30,60,-2.45528148291174
617,4.0,30,60,-2.1056613675647
618,4.5,30,60,-1.83128558471753
619,5.0,30,60,-1.61622679499859
620,5.5,30,60,-1.44531701842276
621,6.0,30,60,-1.307008458629
622,7.0,30,60,-1.09767577671662
623,8.0,30,60,-0.947074426621102
624,9.0,30,60,-0.833616533070061
625,10.0,30,60,-0.745120002722842
626,12.0,30,60,-0.616216755907724
627,15.0,30,60,-0.492456407953786
628,20.0,30,60,-0.375840917850674
629,30.0,30,60,-0.242023302520214
630,3.0,45,60,-2.40386144454743
631,3.5,45,60,-2.11202133538733
632,4.0,45,60,-1.8671471223702
633,4.5,45,60,-1.66466492081452
634,5.0,45,60,-1.4974916668808
635,5.5,45,60,-1.3586233242793
636,6.0,45,60,-1.24217412310278
637,7.0,45,60,-1.0590419555211
638,8.0,45,60,-0.922412890044911
639,9.0,45,60,-0.817015480804236
640,10.0,45,60,-0.73347436269833
641,12.0,45,60,-0.609946877521668
642,15.0,45,60,-0.48963487833776
643,20.0,45,60,-0.375181247997489
644,30.0,45,60,-0.262017145617267
645,3.0,60,60,-2.19770238610496
646,3.5,60,60,-1.94423789471058
647,4.0,60,60,-1.73621031010198
648,4.5,60,60,-1.56381179913734
649,5.0,60,60,-1.41967121069978
650,5.5,60,60,-1.29804676814655
651,6.0,60,60,-1.19446869672522
652,7.0,60,60,-1.02833484735992
653,8.0,60,60,-0.90170623325729
654,9.0,60,60,-0.802480232737501
655,10.0,60,60,-0.722918672655716
656,12.0,60,60,-0.603907526001487
657,15.0,60,60,-0.486596728956395
658,20.0,60,60,-0.373927632618666
659,30.0,60,60,-0.240933002487725
660,3.0,75,60,-2.10531833735034
661,3.5,75,60,-1.86690971006368
662,4.0,75,60,-1.67335173342286
663,4.5,75,60,-1.51328249494189
664,5.0,75,60,-1.37909080939304
665,5.5,75,60,-1.26530449359035
666,6.0,75,60,-1.16785153255974
667,7.0,75,60,-1.01026695928869
668,8.0,75,60,-0.888986844528462
669,9.0,75,60,-0.793218787533483
670,10.0,75,60,-0.715969223255303
671,12.0,75,60,-0.599679748126347
672,15.0,75,60,-0.484233070761678
673,20.0,75,60,-0.372588983290194
674,30.0,75,60,-0.272317234019391
675,3.0,90,60,-2.08379255350091
676,3.5,90,60,-1.8498994498545
677,4.0,90,60,-1.65987168875079
678,4.5,90,60,-1.50246902208516
679,5.0,90,60,-1.37027683118158
680,5.5,90,60,-1.25800095786586
681,6.0,90,60,-1.16170527966887
682,7.0,90,60,-1.00573470045029
683,8.0,90,60,-0.885497272901786
684,9.0,90,60,-0.790442137641733
685,10.0,90,60,-0.713702116123628
686,12.0,90,60,-0.598075325516666
687,15.0,90,60,-0.483156232568153
688,20.0,90,60,-0.371847077226717
689,30.0,90,60,-0.236246078716581
690,3.0,105,60,-2.12154938501728
691,3.5,105,60,-1.88475867348877
692,4.0,105,60,-1.68985140775397
693,4.5,105,60,-1.52725797751847
694,5.0,105,60,-1.39034835314463
695,5.5,105,60,-1.27408761994352
696,6.0,105,60,-1.17454721551492
697,7.0,105,60,-1.01392582414151
698,8.0,105,60,-0.890772436348453
